Name,Category,PostalCode,City,Province,Address,Latitude,Longitude
Tay Gallery Kanata,gallery,K2L 4B8,ottawa,on,471 hazeldean rd,45.2983396,-75.88936871
Teck Gallery,gallery,V6B 0B2,vancouver,bc,515 w hastings st vancouver bc v6b 0b2,49.2841655,-123.1119735
Telephone Booth Gallery,gallery,M6P 2A1,toronto,on,3148 dundas st w,43.66573994,-79.47485061
Temiskaming Art Gallery,gallery,P0J 1K0,haileybury,on,325 farr dr haileybury ontario p0j 1k0 canada,47.4479214,-79.630485
Teodoraart Gallery,gallery,M5R 2J4,toronto,on,214 avenue rd,43.67653159,-79.3976495
The 519 Church Street Community Centre (Gallery Space),gallery,M4Y 2C9,toronto,on,519 church st,43.66656054,-79.38094585
The Arctic Experience Mcnaught Gallery,gallery,L8P 3A8,hamilton,on,"191 james st., s., hamilton, on l8p 3a8",43.2508665,-79.871229
The Art of Law Gallery,gallery,..,new-westminster,bc,711 columbia street,49.20227237,-122.9105812
The Baitshop Gallery,gallery,M6K 1Z8,toronto,on,358 dufferin st,43.64132972,-79.42890261
The Blackwood Art Gallery,gallery,..,mississauga,on,..,43.54689062,-79.66572714
The Chapel Gallery,gallery,S9A 2Y6,north-battleford,sk,891 99th street north battleford saskatchewan s9a 2y6 canada,52.7811788,-108.3005481
The Focus Gallery,gallery,L8R 2K5,hamilton,on,"66 james street north, hamilton, on l8r 2k5",43.2585143,-79.867943
The Fort Gallery,gallery,..,township of langley,bc,..,49.16684947,-122.5811598
The Fundy Gallery of Art,gallery,..,saint-john,nb,120 mcdonald street,45.28718454,-66.0289544
The Glass House,gallery,..,kingston,on,1677 bath rd,44.23657577,-76.56928809
The Hudson's Bay Company Gallery,gallery,M5H 2Y4,toronto,on,401 bay st,43.65178143,-79.38111327
The Latcham Gallery,gallery,L4A 1E2,stouffville,on,6240 main street stouffville ontario l4a 1e2 canada,43.9687889,-79.2582737
The Market Gallery,gallery,M5E 1C2,toronto,on,95 front st e,43.64918984,-79.37149694
The Melanie Gillis Studio And Gallery,gallery,L8R 2K7,hamilton,on,"126 james st. n 3rd floor, hamilton, on l8r 2k7",43.2600979,-79.8674019
The Nathaniel Hughson Art Gallery,gallery,L8R 1H1,hamilton,on,"27 john st north, hamilton, on l8r 1h1",43.2567193,-79.8664371
The New Gallery,gallery,T2G 2B6,calgary,ab,208 centre st. se calgary alberta t2g 2b6 canada,51.0671198,-114.1308434
The Organization For the Development of Artists-Gallery Connexion,gallery,E3B 5B4,fredericton,nb,453 queen street fredericton new brunswick e3b 5b4 canada,45.9610731,-66.6385999
The Ossington (Gallery 61),gallery,M6J 2Y9,toronto,on,61 ossington ave,43.64560724,-79.41907396
The Polygon Gallery,gallery,V7M 3J4,vancouver,bc,101 carrie cates court north vancouver british columbia v7m 3j4 canada,49.310375,-123.0805596
The Power Plant Contemporary Art Gallery,gallery,M5J 2G8,toronto,on,231 queens quay w,43.63867912,-79.38216109
The Rectory Gallery,gallery,M5J 1X9,toronto,on,102 lakeshore ave,43.62738502,-79.35631507
The Rooms Provincial Art Gallery,gallery,A1C 5P9,st-john's,nl,9 bonaventure avenue box 1800 station 'c' st. john's newfoundland & labrador a1c 5p9 canada,47.5660823,-52.71145761
"The Social Bar, Twist Gallery",gallery,M6J 1H9,toronto,on,1100 queen st w,43.64362385,-79.42295728
The Tett Centre For Creativity And Learning,gallery,..,kingston,on,370 king st,44.22072708,-76.50597873
The Winnipeg Art Gallery,gallery,R3C 1V1,winnipeg,mb,300 memorial blvd winnipeg manitoba r3c 1v1 canada,49.8894408,-97.15052872
The Women's Art Association Gallery,gallery,M5R 1B2,toronto,on,23 prince arthur ave,43.66936416,-79.39639483
The Workshop Gallery,gallery,M4K 3S6,toronto,on,705 pape ave,43.67871672,-79.34456953
Third Space Gallery,gallery,..,saint-john,nb,49 canterbury street,45.27170024,-66.06116018
Thompson Landry Gallery,gallery,M5A 3C4,toronto,on,32 distillery lane,43.64974766,-79.36018963
Thompson Landry Gallery - Stone Building & Cooperage Space,gallery,M5A 3C4,toronto,on,6 trinity st,43.65010183,-79.3596336
Thunder Bay Art Gallery,gallery,P7B 6T7,thunder bay,on,1080 keewatin street thunder bay ontario p7b 6t7 canada,48.4048677,-89.2659835
Tim Isaac Antiques & Auctions,gallery,..,saint-john,nb,213 wentworth street,45.26919587,-66.05230372
Todmorden Mills Heritage Site,gallery,M4K 2B9,toronto,on,67 pottery rd. toronto ontario m4k 2b9 canada,43.6861518,-79.3602541
Tom Thomson Art Gallery,gallery,N4K 4K4,owen sound,on,840 1st ave w owen sound ontario n4k 4k4 canada,44.56440615,-80.94506716
Toronto Centre For the Arts,gallery,M2N 6R8,york,on,5040 yonge st. north york ontario m2n 6r8 canada,43.7660167,-79.41445239
Toronto Free Gallery,gallery,M6H 1N7,toronto,on,1277 bloor st w,43.65829482,-79.44219535
Tracey Lawrence Gallery,gallery,V6J 1L6,vancouver,bc,1531 w 4th av vancouver bc v6j 1l6,49.267975,-123.139461
Trench Gallery,gallery,V6A 1B5,vancouver,bc,148 alexander st vancouver bc v6a 1b5,49.2839469,-123.1010921
Trepanier Baer Gallery,gallery,..,calgary,ab,#105 999 8 st sw,51.04417108,-114.0818688
Tri Art Gallery Inc,gallery,..,kelowna,bc,raymer ave 560,49.86550121,-119.4903132
Trias Gallery,gallery,M5V 2J4,toronto,on,80 spadina ave,43.64605736,-79.39562143
Tribal Gallery,gallery,L8R 2L1,hamilton,on,"174 james st. n, hamilton, on l8r 2l1",43.2611168,-79.8669753
Trinity Art Gallery,gallery,K1E 0A1,ottawa,on,245 centrum blvd,45.48070851,-75.5113172
Trinity Galleries,gallery,..,saint-john,nb,128 germain street,45.27175558,-66.0600233
Trinity Square Video And Gallery,gallery,M5V 3A8,toronto,on,401 richmond st w,43.64775543,-79.39474843
True North Gallery/The Music Gallery,gallery,L0R 2H0,waterdown,on,"23 griffin street, waterdown, on l0r 2h0",43.3332538,-79.8912336
Tuck Studio,gallery,..,saint-john,nb,122 prince william street,45.28309749,-66.06161163
Tutt Street Gallery Ltd,gallery,..,kelowna,bc,tutt st 3045 9,49.86257033,-119.4892928
Two Rivers Gallery Prince George & Region,gallery,V2L 5T1,prince george,bc,725 civic plaza prince george british columbia v2l 5t1 canada,53.91333445,-122.7494817
Ukrainian-Canadian Art Foundation -Kumf Gallery,gallery,M8Z 5X8,toronto,on,145 evans avenue suite 101 toronto ontario m8z 5x8 canada,43.618852,-79.5094835
UNB Art Centre,gallery,E3B 5A3,fredericton,nb,memorial hall 9 bailey drive fredericton new brunswick e3b 5a3 canada,45.94795615,-66.64008704
Union Gallery,gallery,..,kingston,on,101 union st,44.22817584,-76.49622606
University of Lethbridge Art Gallery,gallery,T1K 3M4,lethbridge,ab,4401 university dr lethbridge alberta t1k 3m4 canada,49.67767478,-112.8601638
University of Toronto Art Centre,gallery,M5S 3H7,toronto,on,15 king's college crcl,43.66255073,-79.39534169
"University of Toronto of Scarborough (Arc Theatre, Attic, Athletic Centre, Doris Mccarthy Gallery, Arts & Administration Building, Leigha Lee Brown Theatre)",gallery,M1C 1A4,toronto,on,1265 military trl,43.78389547,-79.18629266
University of Victoria Legacy Art Galleries,gallery,V8W 1K9,victoria,bc,630 yates st. victoria british columbia v8w 1k9 canada,48.4265848,-123.3664323
University of Waterloo Art Gallery,gallery,N2L 3G1,waterloo,on,200 university ave w waterloo ontario n2l 3g1 canada,43.47061295,-80.54495797
Uno Art Gallery,gallery,..,calgary,ab,#307 3750 46 av se,51.01364446,-113.9756672
Urban Shaman Gallery,gallery,R3B 0T2,winnipeg,mb,203-290 mcdermot avenue winnipeg manitoba r3b 0t2 canada,49.897486,-97.1424554
Valberg Imaging Inc,gallery,K1Y 3V1,ottawa,on,111 sherwood drive,45.3962054,-75.71329397
Van Dop Gallery,gallery,..,new-westminster,bc,421 richmond street,49.23107737,-122.898803
Vancouver Art Gallery,gallery,V6Z 2H7,vancouver,bc,750 hornby st vancouver bc v6z 2h7,49.283158,-123.120932
Vancouver Art Gallery Offsite,gallery,V6E 0A8,vancouver,bc,1100 w georgia st vancouver bc v6e 0a8,49.286205,-123.124298
Vancouver Contemporary Art Gallery,gallery,V6B 6R5,vancouver,bc,555 nelson st vancouver bc v6b 6r5,49.278238,-123.121183
Varley Art Gallery of Markham,gallery,L3R 2H1,unionville,on,216 main st unionville ontario l3r 2h1 canada,43.8694175,-79.3121138
Vernon Public Art Gallery,gallery,V1T 2H3,vernon,bc,3228 31 ave vernon british columbia v1t 2h3 canada,50.2645955,-119.2791046
Village Square Art Gallery,gallery,K0A 1L0,ottawa,on,3759 carp rd,45.34516255,-76.03702849
Vineberg &#38; Bouchard Classic Gallery,gallery,J1H 5B8,sherbrooke,qc,"98, rue wellington n.",45.40296,-71.891276
Visual Arts Centre of Clarington,gallery,L1C 3K8,bowmanville,on,143 simpson ave po box 52 bowmanville ontario l1c 3k8 canada,43.90334831,-78.67183191
Visual Arts Mississauga At Riverwood,gallery,L5C 2S7,mississauga,on,4170 riverwood park lane mississauga ontario l5c 2s7 canada,43.56593719,-79.67316809
Vita Brevis Studio/Gallery,gallery,M6G 2N4,toronto,on,50 vaughan rd,43.68231992,-79.41952268
Vsvsvs Gallery,gallery,M5A 1A4,toronto,on,25 polson st,43.64158019,-79.35358674
Vtape,gallery,M5V 3A8,toronto,on,452 -401 richmond st w toronto ontario m5v 3a8 canada,43.64781935,-79.39482628
W.K.P. Kennedy Gallery,gallery,P1B 1A8,north-bay,on,150 main street east north bay ontario p1b 1a8 canada,46.3024422,-79.4570127
Wagner Rosenbaum Gallery,gallery,M5A 1J4,toronto,on,169 king st e,43.65039629,-79.37133082
Wall Space Gallery (Train Yards),gallery,K1C 1E8,ottawa,on,505 industrial ave,45.41221332,-75.64746133
Wall Space Gallery (Westboro),gallery,K2A 0E8,ottawa,on,358 richmond rd,45.39135764,-75.75446922
Wallace Galleries,gallery,..,calgary,ab,#100 500 5 av sw,51.04892588,-114.072001
Wallack Galleries,gallery,K2P 1W7,ottawa,on,225 bank st,45.41699884,-75.69739276
Walter Phillips Gallery Banff Centre For Arts And Creativity,gallery,T1L 1H5,banff,ab,107 tunnel mountain drive box 1020 banff alberta t1l 1h5 canada,51.1718143,-115.5611199
Watson Art Centre,gallery,R7N 1G9,dauphin,mb,104-1st avenue n.w. dauphin manitoba r7n 1g9 canada,51.1509597,-100.0518862
Wellington Boutique And Gallery,gallery,..,kingston,on,182 wellington st,44.23117001,-76.48278083
Wellington Street Art Gallery,gallery,M5V 3P5,toronto,on,270 wellington st w,43.64500876,-79.39127544
West Carleton Arts Society Gallery,gallery,K1R 6R9,ottawa,on,930 somerset st w,45.40741241,-75.71444769
West End Gallery,gallery,..,edmonton,ab,12308 jasper avenue nw,53.54125308,-113.5333378
Western Front - Gallery,gallery,V5T 1S1,vancouver,bc,303 e 8th av vancouver bc v5t 1s1,49.263916,-123.098654
White Water Gallery,gallery,P1B 1A9,north-bay,on,122 main st. e. north bay ontario p1b 1a9 canada,46.3024422,-79.4570127
Whitehalls Gallery,gallery,L8L 8A3,hamilton,on,"40 biggar avenue, hamilton, on l8l 8a3",43.260113,-79.8326944
Wildwood Gallery,gallery,..,edmonton,ab,6655 178 street nw,53.49961823,-113.6302044
Willowbrook Art Gallery,gallery,..,township of langley,bc,..,49.11490646,-122.6757778
Winsor Gallery,gallery,V5T 1A6,vancouver,bc,258 e 1st ave vancouver bc v5t 1a6,49.2689553,-123.0984496
Women's Art Resource Centre/Warc Gallery,gallery,M5V 3A8,toronto,on,401 richmond st w,43.64775543,-79.39474843
Woodland Cultural Centre,gallery,N3T 5V6,brantford,on,po box 1506 184 mohawk street brantford ontario n3t 5v6 canada,43.12763945,-80.24040716
Woodstock Art Gallery,gallery,N4S 1C2,dundas,on,449 dundas st. dundas ontario n4s 1c2 canada,43.265385,-79.9445899
Woolfitt's Gallery,gallery,M6J 1J4,toronto,on,1153 queen st w,43.642686,-79.42486155
Wynick/Tuck Gallery,gallery,M5V 3A8,toronto,on,401 richmond st w,43.64775543,-79.39474843
Yellow Bird Art Gallery,gallery,..,nanaimo,bc,..,49.2063104,-124.0055781
York Quay Gallery At Harbourfront Centre,gallery,M5J 2G8,toronto,on,235 queen's quay west toronto ontario m5j 2g8 canada,43.6393923,-79.3820257
Yorkton Arts Council,gallery,S3N 0H4,yorkton,sk,49 smith street east yorkton saskatchewan s3n 0h4 canada,51.212015,-102.4558213
You & I Coffee Gallery,gallery,..,calgary,ab,#290 400 4 av sw,51.05004668,-114.0708378
You Me Gallery,gallery,L8L 1H3,hamilton,on,"330 james st. n., hamilton, on l8l 1h3",43.2646841,-79.8654431
Yukon Arts Centre Public Art Gallery,gallery,Y1A 5X9,whitehorse,yt,300 college drive po box 16 whitehorse yukon y1a 5x9 canada,60.7489979,-135.0968379
Yves Laroche Galerie D'Art,gallery,H2S 3C3,montrÈal,qc,"6355, st-laurent",45.5298583,-73.6074701
Yvonne L. Bombardier Cultural Centre,gallery,J0E 2L0,valcourt,qc,"1002, av. j.-a.-bombardier",45.493691,-72.311225
Zsa Zsa Gallery,gallery,M6J 1G8,toronto,on,962 queen st w,43.6447682,-79.41722809
10 Austin Street,heritage or historic site,E1C 1Z6,moncton,nb,10 austin st,46.09247776,-64.78022946
114 Alma St.,heritage or historic site,..,moncton,nb,114 alma st,46.09186844,-64.77860387
118 Mountain Road,heritage or historic site,E1C 2K7,moncton,nb,118 mountain rd,46.09448386,-64.77990581
134 Church Street,heritage or historic site,E1C 4Z6,moncton,nb,134 church st,46.09253232,-64.77997633
14 Church Street,heritage or historic site,..,moncton,nb,14 church st,46.08876763,-64.77824948
140 Church Street,heritage or historic site,E1C 4Z7,moncton,nb,140 church st,46.09283005,-64.78014878
149 John Street,heritage or historic site,E1C 2H5,moncton,nb,149 john st,46.09346338,-64.79230349
169 Botsford Street,heritage or historic site,E1C 4X4,moncton,nb,169 botsford st,46.09388049,-64.77768348
1810 Carter House,heritage or historic site,E5N 1R7,kingston,nb,874 route 845 kingston new brunswick e5n 1r7 canada,45.3951606,-66.0684098
1916 City Hall FaÁade,heritage or historic site,..,moncton,nb,20 mountain rd,46.093938,-64.77467849
201 Queen Street,heritage or historic site,E1C 1L3,moncton,nb,201 queen st,46.08907927,-64.78186587
224 Cameron Street,heritage or historic site,E1C 5Z3,moncton,nb,224 cameron st,46.09209779,-64.79058461
264 Botsford Street,heritage or historic site,..,moncton,nb,264 botsford st,46.0969501,-64.77766022
27 Hillcrest Drive,heritage or historic site,E1E 1V9,moncton,nb,27 hillcrest dr,46.08380106,-64.79575819
47 Fleet Street,heritage or historic site,E1C 1S1,moncton,nb,47 fleet st,46.09006201,-64.78490829
5-11 Williams Street,heritage or historic site,E1C 2G1,moncton,nb,11 williams st,46.09414921,-64.78519446
69 Highfield Street,heritage or historic site,E1C 5N4,moncton,nb,69 highfield st,46.08887003,-64.78480708
70 Reade Street,heritage or historic site,E1C 6S2,moncton,nb,70 reade st,46.1007607,-64.80063191
72 Botsford Street,heritage or historic site,E1C 4X1,moncton,nb,72 botsford st,46.09087808,-64.77695599
73 Highfield Street,heritage or historic site,E1C 5N4,moncton,nb,73 highfield st,46.08895397,-64.78482417
75 St. George Street,heritage or historic site,E1C 1T5,moncton,nb,75 st george st,46.09289476,-64.77561797
86 Botsford Street,heritage or historic site,E1C 4X3,moncton,nb,86 botsford st,46.09139359,-64.77725037
86 Weldon Street,heritage or historic site,E1C 5W2,moncton,nb,86 weldon st,46.08830065,-64.78745899
88 Church Street,heritage or historic site,E1C 4Z5,moncton,nb,88 church st,46.09103641,-64.77958106
91 Steadman Street,heritage or historic site,E1C 4P5,moncton,nb,91 steadman st,46.0928285,-64.77292773
Abc Heritage Preschool And Child Care,heritage or historic site,..,township of langley,bc,..,49.14709735,-122.6467963
Adamason Estate Main House,heritage or historic site,..,mississauga,on,..,43.56198524,-79.56793341
Adams & Kennedy - the Wood Source,heritage or historic site,..,ottawa,on,6178 mitch owens road,45.255888,-75.620936
Adamsons Heritage Nursery Ltd,heritage or historic site,..,township of langley,bc,..,49.0347018,-122.5538744
Agnes Benidickson House,heritage or historic site,..,kingston,on,55 stuart st,44.22605665,-76.49222412
Albion Block,heritage or historic site,..,moncton,nb,852 main st,46.08809054,-64.77901613
Alderlea Estate,heritage or historic site,L6Y 1R1,brampton,on,40 elizabeth street s,43.68279994,-79.75851326
Alexander Graham Bell National Historic Site,heritage or historic site,B0E 1B0,baddeck,ns,559 chebucto street baddeck nova scotia b0e 1b0 canada,46.1035236,-60.74514692
Aliant Tower,heritage or historic site,..,moncton,nb,27 alma st,46.08988718,-64.776582
Allan Gardens Conservatory,heritage or historic site,M5A 2P2,toronto,on,19 horticultural avenue toronto ontario m5a 2p2 canada,43.6612369,-79.3749689
Allan Macpherson House (The),heritage or historic site,K7R 1B5,napanee,on,180 elizabeth street napanee ontario k7r 1b5 canada,44.2538229,-76.94553515
Ancaster Heritage Village Bia,heritage or historic site,L9G 2B8,ancaster,on,"223 wilson st e, ancaster, on l9g 2b8",43.223926,-79.979054
Annapolis Heritage Society,heritage or historic site,B0S 1A0,annapolis,ns,p.o. box 503 136 st george st. annapolis royal ns b0s 1a0,44.747095,-65.5182046
Anne Murray Centre,heritage or historic site,B0M 1X0,springhill,ns,36 main street springhill nova scotia b0m 1x0 canada,45.64948107,-64.05964651
Appartenance Mauricie SociÈtÈ D'Histoire RÈgionale,heritage or historic site,G9N 6T9,shawinigan,qc,2152 rue cascade shawinigan quÈbec g9n 6t9 canada,46.5372891,-72.766081
Applewood the Shaver Homestead,heritage or historic site,M9C 1E9,etobicoke,on,450 the west mall etobicoke ontario m9c 1e9 canada,43.6470578,-79.5680184
Arashi-Do Martial Arts Heritage,heritage or historic site,..,calgary,ab,8318 fairmount dr se,50.97874918,-114.0594125
Architectural History Branch National Historic Sites Directorate Canadian Parks Service Parks Canada,heritage or historic site,K1A 0M5,quÈbec,qc,5e Ètage 25 rue eddy hull quÈbec k1a 0m5 canada,..,..
Arts And Heritage Administration Office,heritage or historic site,..,st-albert,ab,"#200, 20 perron street",53.63446019,-113.6261166
Asbex Ltd.,heritage or historic site,K1B 4W8,ottawa,on,101-2710 lancaster road,45.39679575,-75.60837956
Assiniboia And District Historical Society,heritage or historic site,S0H 0B0,assiniboia,sk,po box 1211 assiniboia saskatchewan s0h 0b0 canada,49.628169,-105.993336
Association Heritage New Brunswick,heritage or historic site,E3B 4A8,fredericton,nb,163 st john street fredericton new brunswick e3b 4a8 canada,45.95804665,-66.63850226
Association of Heritage Industries,heritage or historic site,A1C 1B4,st-john's,nl,197 water street st. john's newfoundland & labrador a1c 1b4 canada,47.5523511,-52.7157918
Association QuÈbÈcoise Pour Le Patrimoine Industriel,heritage or historic site,H2L 3L8,montrÈal,qc,2050 rue amherst montrÈal quÈbec h2l 3l8 canada,45.4355739,-73.8465261
Atkinson Stonecraft Masonry Ltd.,heritage or historic site,K1S 1X7,ottawa,on,191 strathcona avenue,45.4081495,-75.68957131
B. J. Normand Ltd,heritage or historic site,K1G 3W4,ottawa,on,3200 swansea crescent,45.38213275,-75.60632745
Baccalieu Trail Heritage Corp.,heritage or historic site,A1Y 1A7,carbonear,nl,4 pike's lane carbonear newfoundland & labrador a1y 1a7 canada,47.73590615,-53.23326671
Backus Heritage Village,heritage or historic site,N4G 0C4,tillsonburg,on,4 elm st tillsonburg ontario n4g 0c4 canada,42.85517095,-80.7179492
Bamberton Historical Society,heritage or historic site,V0R 2P4,mill,bc,296 mill bay rd mill bay british columbia v0r 2p4 canada,48.6522817,-123.5574547
Bank of MontrÈal Building,heritage or historic site,..,moncton,nb,569 main st,46.08977921,-64.77352547
Banting Historical Trust Inc.,heritage or historic site,A0G 3J0,musgrave hbr,nl,route 330 musgrave hbr newfoundland & labrador a0g 3j0 canada,..,..
Banting House National Historic Site,heritage or historic site,N6B 3H8,london,on,442 adelaide street north london ontario n6b 3h8 canada,42.9900353,-81.23174645
Barkerville Historic Town,heritage or historic site,V0K 1B0,barkerville,bc,14301 hwy 26 e barkerville british columbia v0k 1b0 canada,..,..
Barnes Heritage House,heritage or historic site,A0K 2J0,englee,nl,3 dorset drive englee newfoundland & labrador a0k 2j0 canada,50.7068985,-57.36576725
Barry J Hobin. & Associates,heritage or historic site,K1S 3K7,ottawa,on,63 pamilla street,45.3991642,-75.7092803
Barry Padolsky & Associates,heritage or historic site,K1N 9N8,ottawa,on,377 dalhousie street,45.4277257,-75.6898155
Batoche National Historic Site,heritage or historic site,S0K 4P0,wakaw,sk,box 1040 wakaw saskatchewan s0k 4p0 canada,52.649729,-105.737915
Battle Harbour National Historic Site,heritage or historic site,A0K 3P0,battle island,nl,battle harbour battle island newfoundland & labrador a0k 3p0 canada,48.8021774,-53.6369419
Battle River Historical Society,heritage or historic site,T9W 1S9,wainwright,ab,box 2936 wainwright alberta t9w 1s9 canada,52.8236857,-110.6639823
BC Forest Discovery Centre,heritage or historic site,V9L 6C2,duncan,bc,2892 drinkwater road duncan british columbia v9l 6c2 canada,..,..
BC Parks Strathcona Regional District,heritage or historic site,V9W 8C8,campbell,bc,225 south dogwood st campbell river british columbia v9w 8c8 canada,49.9903478,-125.2493575
Beaconsfield Historic House,heritage or historic site,C1A 1M6,charlottetown,pe,2 kent street charlottetown prince edward island c1a 1m6 canada,46.23485435,-63.13069035
Beaver Creek Conservation Area,heritage or historic site,S7K 3G5,saskatoon,sk,402 -3rd avenue south saskatoon saskatchewan s7k 3g5 canada,52.1284127,-106.662167
Belfast Historical Society,heritage or historic site,C0A 1A0,belfast,pe,rr 1 belfast prince edward island c0a 1a0 canada,46.0785753,-62.8783952
Bell Homestead National Historic Site,heritage or historic site,N3T 1A1,brantford,on,94 tutela heights road brantford ontario n3t 1a1 canada,43.1078099,-80.2707667
Bellevue House National Historic Site,heritage or historic site,..,kingston,on,35 centre st,44.22299122,-76.50403807
Beothuk Interpretation Centre Boyd's Cove,heritage or historic site,A0G 1G0,boyd's cove,nl,highway 340 boyd's cove newfoundland & labrador a0g 1g0 canada,..,..
Bethune Memorial House National Historic Site of Canada,heritage or historic site,P1P 1G4,gravenhurst,on,235 john street north gravenhurst ontario p1p 1g4 canada,44.92069662,-79.3761864
Big Valley Historical Society,heritage or historic site,T0J 0G0,big valley,ab,57 railway ave s big valley alberta t0j 0g0 canada,52.0317642,-112.7522546
Bighead River Forest,heritage or historic site,..,grey county,on,..,44.60295036,-80.5971691
Black Loyalist Heritage Centre,heritage or historic site,B0T 1W0,shelburne,ns,96 old birchtown road,43.74487026,-65.38104633
Blumenfeld & District Heritage Site,heritage or historic site,S0N 1H0,leader,sk,box 104 leader saskatchewan s0n 1h0 canada,50.8878217,-109.5449145
Bognor Marsh Forest,heritage or historic site,N0H 1E0,meaford,on,..,44.53572076,-80.77687929
Bonaccord House,heritage or historic site,E1C 5M6,moncton,nb,250 bonaccord st,46.09446938,-64.78582096
Bonar Common Law Historic Site,heritage or historic site,E4W 1V6,rexton,nb,31 bonar law avenue rexton new brunswick e4w 1v6 canada,46.6456308,-64.8810339
Bore Park,heritage or historic site,..,moncton,nb,bore park,46.09006892,-64.77095316
Botwood Heritage Society,heritage or historic site,A0H 1E0,botwood,nl,po box 490 botwood newfoundland & labrador a0h 1e0 canada,49.14219,-55.343628
Boultenhouse Heritage Centre,heritage or historic site,E4L 4G4,sackville,nb,29 queen's road sackville new brunswick e4l 4g4 canada,45.8914076,-64.37103275
Britannia Shipyards National Historic Site,heritage or historic site,V7E 6P3,richmond,bc,5180 west water drive richmond british columbia v7e 6p3 canada,49.1203872,-123.1693557
British Hotel,heritage or historic site,..,gatineau,qc,"71, rue principale",45.39474,-75.847358
Buckingham Castle,heritage or historic site,..,gatineau,qc,"325, avenue de buckingham",45.592904,-75.417815
Butchart Gardens,heritage or historic site,V8X 3X4,victoria,bc,800 benvenuto avenue brentwood bay victoria british columbia v8x 3x4 canada,48.5653453,-123.4695617
C. D. Thomson Residence,heritage or historic site,E1C 2A4,moncton,nb,184 alma st,46.09358932,-64.77814615
C. L. Jones Residence,heritage or historic site,E1A 3C3,moncton,nb,3 cross st,46.10477134,-64.77448431
Cada Constructions Inc,heritage or historic site,K2A 2E1,ottawa,on,854c boyd avenue,45.3766025,-75.751028
Caldwell Heritage Farm,heritage or historic site,..,kelowna,bc,goodison rd 4275,49.82855975,-119.4061105
Caledonia Building,heritage or historic site,..,moncton,nb,797 main st,46.08845404,-64.77858277
Calgary Heritage Roasting Co.,heritage or historic site,..,calgary,ab,2010 11 st se,51.03528021,-114.0363627
Cami's Historical Heritage Site,heritage or historic site,G4T 6B5,grosse Óle,qc,"787, ch. principal",47.570986,-61.48034
Canadian Association For Sport Heritage,heritage or historic site,P7E 1B5,thunder bay,on,c/o northwestern ontario sports hall of fame & museum 219 may st s thunder bay ontario p7e 1b5 canada,..,..
Canadian Bushplane Heritage Centre,heritage or historic site,P6A 3G4,sault ste-marie,on,50 pim street sault ste marie ontario p6a 3g4 canada,46.5048449,-84.32381337
Canadian Council For Railway Heritage,heritage or historic site,T2V 0X6,calgary,ab,# 305 2127 90th avenue sw calgary alberta t2v 0x6 canada,..,..
Canadian Heritage of QuÈbec,heritage or historic site,H3G 1J1,montrÈal,qc,1350 sherbrooke street west suite 1201 montrÈal quÈbec h3g 1j1 canada,45.4884716,-73.5910554
Canadian Heritage Timber Co Ltd,heritage or historic site,V2R 4K1,chilliwack,bc,"6969 sumas prairie rd, chilliwack bc v2r 4k1",49.12766272,-122.0489209
Canadian Macedonian Heritage Society,heritage or historic site,M4B 3L6,toronto,on,850 o'connor dr,43.70706077,-79.31227991
Canadian Northern Society,heritage or historic site,T4V 1X2,camrose,ab,p.o. box 1174 camrose alberta t4v 1x2 canada,53.013131,-112.840576
Canadiana Inn,heritage or historic site,..,moncton,nb,46 archibald st,46.08868761,-64.78231985
Cannington Manor Historic Park,heritage or historic site,S0C 2S0,..,sk,26 km east of moose mountain provincial park kenosee lake saskatchewan s0c 2s0 canada,..,..
Cape Bonavista Lighthouse Provincial Historic Site,heritage or historic site,A1B 4J6,bonavista,nl,1693 cape shore road bonavista newfoundland & labrador a1b 4j6 canada,48.6586284,-53.1123396
Carleton Martello Tower National Historic Site,heritage or historic site,E2M 2R3,saint john,nb,454 whipple street saint john west new brunswick e2m 2r3 canada,45.2513842,-66.0765984
Carstar Heritage,heritage or historic site,..,calgary,ab,#101 7905 flint rd se,50.98294666,-114.0700758
Castle Hill National Historic Park,heritage or historic site,A0B 2G0,placentia bay,nl,po box 10 jerseyside placentia bay newfoundland & labrador a0b 2g0 canada,47.7704021,-53.9989877
Castlegar And District Heritage Society,heritage or historic site,V1N 1G2,castlegar,bc,400 -13th avenue castlegar british columbia v1n 1g2 canada,49.3239306,-117.6667851
Cataraqui Cemetery (Historic Site),heritage or historic site,..,kingston,on,927 purdy's mill rd,44.26006874,-76.54150013
CathÈdrale Notre-Dame De L'Assomption,heritage or historic site,E1C 5G5,moncton,nb,226 st george st,46.09110402,-64.78226619
Cawthra Elliot Estate,heritage or historic site,..,mississauga,on,..,43.58101921,-79.57891871
Centennial Botanical Conservatory,heritage or historic site,P7C 5H4,thunder bay,on,1601 dease street thunder bay ontario p7c 5h4 canada,48.3900874,-89.2510525
Central Fire Hall,heritage or historic site,..,welland,on,30 hellems avenue,42.991586,-79.246447
Central Okanagan Heritage Society,heritage or historic site,V1Y 8V3,kelowna,bc,1060 cameron avenue kelowna british columbia v1y 8v3 canada,49.8701269,-119.4761187
Central United Church Manse,heritage or historic site,E1C 1K8,moncton,nb,154 queen st,46.08932867,-64.77925542
Centre D'InterprÈtation Les Brasseurs Du Temps,heritage or historic site,..,gatineau,qc,170 rue montcalm,45.42983332,-75.72675884
